,lat,lon,url,city,state,zip,status,type,style,price,beds,baths,half_baths,sq_ft,acres_lot,on_realtor,built,preds,expected_diff
6415,32.966897,-96.969491,https://www.realtor.com/realestateandhomes-detail/137-Hill-Dr_Coppell_TX_75019_M85566-68461,Coppell,TX,75019.0,Pending,Single Family Home,Traditional,347000.0,4.0,2.0,0.0,2129.0,0.16099632690541782,38.0,1985.0,298477.8021181314,48522.197881868575
6417,32.955288,-96.535787,https://www.realtor.com/realestateandhomes-detail/10417-Augusta-Ln_Rowlett_TX_75089_M85089-25317,Rowlett,TX,75089.0,Active,Single Family Home,Traditional,250000.0,3.0,2.0,0.0,2105.0,0.14499540863177227,52.0,2002.0,355949.4869604192,-105949.48696041922
6418,32.583362,-96.987886,https://www.realtor.com/realestateandhomes-detail/2206-Mountain-Lakes-Dr_Cedar-Hill_TX_75104_M70917-59425,Cedar Hill,TX,75104.0,Pending,Single Family Home,nan,400000.0,3.0,2.0,1.0,3179.0,1.09,24.0,2004.0,334216.91370068013,65783.08629931987
6419,32.827596,-96.810878,https://www.realtor.com/realestateandhomes-detail/4425-Arcady-Ave_Dallas_TX_75205_M81662-72862,Highland Park,TX,75205.0,Active,Single Family Home,Traditional,2995000.0,4.0,4.0,1.0,4648.0,0.28,52.0,1938.0,2084792.3319228587,910207.6680771413
6421,32.818868,-96.812306,https://www.realtor.com/realestateandhomes-detail/4411-Bowser-Ave-Apt-205_Dallas_TX_75219_M72127-91838?ex=TX641988959,Dallas,TX,75219.0,Active,Condo/Townhome/Row Home/Co-Op,"Contemporary,Modern",311000.0,2.0,2.0,0.0,1332.0,0.55,52.0,2008.0,392191.59905153967,-81191.59905153967
6422,32.895785,-96.531002,https://www.realtor.com/realestateandhomes-detail/3813-Marlin-Trl_Rowlett_TX_75088_M81091-30203,Rowlett,TX,75088.0,Active,Single Family Home,Traditional,349900.0,4.0,2.0,1.0,3145.0,0.16900826446280992,52.0,2016.0,323652.6112449093,26247.38875509071
6423,32.986484000000004,-96.807646,https://www.realtor.com/realestateandhomes-detail/5833-Portsmouth-Ln_Dallas_TX_75252_M85251-41994,Dallas,TX,75252.0,Active,Single Family Home,nan,1150000.0,4.0,4.0,2.0,4591.0,0.1390036730945822,52.0,1997.0,1791161.1486734825,-641161.1486734825
6425,32.852998,-96.656009,https://www.realtor.com/realestateandhomes-detail/3805-Casa-del-Sol-Ln_Dallas_TX_75228_M77762-35648,Dallas,TX,75228.0,Active Contingent,Single Family Home,Traditional,235000.0,3.0,2.0,0.0,1911.0,0.15798898071625345,24.0,1978.0,280269.74549853225,-45269.745498532255
6426,32.874866,-96.791048,https://www.realtor.com/realestateandhomes-detail/6607-Desco-Dr_Dallas_TX_75225_M75424-13900,Dallas,TX,75225.0,Active,Single Family Home,"Contemporary,Modern",2549000.0,5.0,5.0,1.0,5589.0,0.58,52.0,2005.0,2256629.141524109,292370.85847589094
6427,32.664312,-97.001829,https://www.realtor.com/realestateandhomes-detail/508-Kessler-St_Grand-Prairie_TX_75052_M81625-27407,Grand Prairie,TX,75052.0,Pending,Single Family Home,Traditional,229500.0,3.0,2.0,0.0,1820.0,0.21799816345270892,24.0,1986.0,331690.21426921745,-102190.21426921745
6428,32.957038,-96.96673,https://www.realtor.com/realestateandhomes-detail/805-Crane-Dr_Coppell_TX_75019_M73704-56246,Coppell,TX,75019.0,Active,Single Family Home,Traditional,559900.0,4.0,3.0,1.0,3457.0,0.2,52.0,1992.0,644271.4276468839,-84371.42764688388
6429,32.802271000000005,-96.786248,https://www.realtor.com/realestateandhomes-detail/2018-N-Haskell-Ave_Dallas_TX_75204_M73021-82716,Dallas,TX,75204.0,Active,Condo/Townhome/Row Home/Co-Op,"Contemporary,Modern",359000.0,3.0,3.0,1.0,2050.0,0.030991735537190084,52.0,2002.0,860539.0912325605,-501539.09123256046
6431,32.792049,-96.788227,https://www.realtor.com/realestateandhomes-detail/3025-Bryan-St-1E33_Dallas_TX_75204_M74376-60923?ex=TX641988303,Dallas,TX,75204.0,Active,Condo/Townhome/Row Home/Co-Op,"Contemporary,Modern",245000.0,2.0,2.0,0.0,1187.0,1.16,52.0,2006.0,368402.85911913845,-123402.85911913845
6433,32.749761,-96.580223,https://www.realtor.com/realestateandhomes-detail/1327-Caladium-Dr_Mesquite_TX_75149_M86902-28193,Mesquite,TX,75149.0,Pending,Single Family Home,nan,169900.0,3.0,2.0,0.0,1523.0,0.16999540863177226,24.0,1961.0,236171.41791775005,-66271.41791775005
6434,32.747735,-96.754689,https://www.realtor.com/realestateandhomes-detail/2409-Hooper-St_Dallas_TX_75215_M85318-48179,Dallas,TX,75215.0,Active,Single Family Home,nan,159900.0,3.0,2.0,1.0,1250.0,0.09800275482093664,51.0,2019.0,228245.50737219676,-68345.50737219676
6435,32.815761,-96.705131,https://www.realtor.com/realestateandhomes-detail/2018-Lakeland-Dr_Dallas_TX_75218_M88910-07828,Dallas,TX,75218.0,Active,Single Family Home,"Contemporary,Modern",874950.0,4.0,3.0,1.0,3296.0,0.17800734618916436,52.0,2018.0,738546.3069967465,136403.69300325355
6436,32.747623,-96.75480400000001,https://www.realtor.com/realestateandhomes-detail/2405-Hooper-St_Dallas_TX_75215_M85324-44435,Dallas,TX,75215.0,Active,Single Family Home,nan,169900.0,3.0,2.0,1.0,1250.0,0.09800275482093664,51.0,2019.0,228245.50737219676,-58345.507372196764
6437,32.902625,-96.9831,https://www.realtor.com/realestateandhomes-detail/2423-Fountain-Dr_Irving_TX_75039_M78612-25626,Irving,TX,75063.0,Active,Single Family Home,nan,749000.0,4.0,4.0,0.0,4007.0,0.16999540863177226,44.0,2014.0,559297.8764533142,189702.1235466858
6438,32.796421,-96.70735400000001,https://www.realtor.com/realestateandhomes-detail/8005-Woodhue-Rd_Dallas_TX_75228_M70753-61065,Dallas,TX,75228.0,Active,Single Family Home,Traditional,264900.0,4.0,3.0,0.0,2050.0,0.24,51.0,1965.0,201776.0333270575,63123.96667294251
6439,32.589314,-96.762876,https://www.realtor.com/realestateandhomes-detail/516-Martindale-Dr_Lancaster_TX_75146_M81298-06503,Lancaster,TX,75146.0,Active Contingent,Single Family Home,Traditional,190000.0,3.0,2.0,0.0,2024.0,0.24,23.0,1980.0,293502.16285521997,-103502.16285521997
6440,32.755922999999996,-96.84116,https://www.realtor.com/realestateandhomes-detail/1014-N-Clinton-Ave_Dallas_TX_75208_M78943-67463,Dallas,TX,75208.0,Active,Single Family Home,Traditional,649900.0,3.0,3.0,0.0,3317.0,0.18399908172635446,51.0,1928.0,1018461.7903699884,-368561.7903699884
6441,32.567046999999995,-96.885979,https://www.realtor.com/realestateandhomes-detail/1123-Crest-Ridge-Dr_Midlothian_TX_76065_M80498-91323,Glenn Heights,TX,75154.0,Active,Single Family Home,Traditional,289000.0,3.0,3.0,1.0,3132.0,0.24,51.0,2015.0,417261.36066355347,-128261.36066355347
6442,32.76883,-96.770189,https://www.realtor.com/realestateandhomes-detail/2700-South-Blvd_Dallas_TX_75215_M81116-47503,Dallas,TX,75215.0,Pending,Single Family Home,nan,225000.0,4.0,2.0,0.0,2546.0,0.26,23.0,1943.0,308725.3674335478,-83725.3674335478
6443,32.927113,-96.726152,https://www.realtor.com/realestateandhomes-detail/519-Goodwin-Dr_Richardson_TX_75081_M80039-70268,Richardson,TX,75081.0,Active,Single Family Home,Traditional,338500.0,4.0,2.0,0.0,2207.0,0.2070018365472911,51.0,1975.0,217863.09958767207,120636.90041232793
6444,32.862142,-96.812191,https://www.realtor.com/realestateandhomes-detail/5875-Farquhar-Ln_Dallas_TX_75209_M75413-08517,Dallas,TX,75209.0,Active,Single Family Home,Traditional,675000.0,3.0,3.0,1.0,3601.0,0.09898989898989899,51.0,1973.0,1018083.589905546,-343083.58990554605
6445,32.946473,-96.757709,https://www.realtor.com/realestateandhomes-detail/510-S-Waterview-Dr_Richardson_TX_75080_M74533-91861,Richardson,TX,75080.0,Active,Single Family Home,Traditional,387000.0,4.0,2.0,1.0,2511.0,0.21499081726354455,51.0,1963.0,422459.93251615035,-35459.93251615035
6446,32.851852,-96.80802800000001,https://www.realtor.com/realestateandhomes-detail/4229-Amherst-Ave_Dallas_TX_75225_M79429-03280,University Park,TX,75225.0,Active,Single Family Home,Traditional,1249000.0,4.0,3.0,1.0,3434.0,0.1929981634527089,51.0,1937.0,1398574.668754874,-149574.66875487403
6447,32.923737,-96.652665,https://www.realtor.com/realestateandhomes-detail/1625-Meadow-Way_Garland_TX_75042_M85974-23401,Garland,TX,75042.0,Pending,Single Family Home,nan,150000.0,4.0,3.0,0.0,1876.0,0.21999540863177228,23.0,1968.0,229671.44703113014,-79671.44703113014
6448,32.825206,-96.923381,https://www.realtor.com/realestateandhomes-detail/1108-Brookhollow-Dr_Irving_TX_75061_M77228-38443,Irving,TX,75061.0,Active,Single Family Home,Ranch,237000.0,3.0,2.0,0.0,1718.0,0.18099173553719008,51.0,1956.0,280614.96275113977,-43614.96275113977
6449,32.964973,-96.745197,https://www.realtor.com/realestateandhomes-detail/718-Pinehurst-Dr_Richardson_TX_75080_M74415-22215,Richardson,TX,75080.0,Active,Single Family Home,nan,338900.0,4.0,3.0,0.0,1844.0,0.2,51.0,1961.0,207247.43225620134,131652.56774379866
6450,32.819381,-96.754697,https://www.realtor.com/realestateandhomes-detail/6331-Lakeshore-Dr_Dallas_TX_75214_M80147-16158,Dallas,TX,75214.0,Active,Single Family Home,Traditional,799000.0,4.0,3.0,2.0,4198.0,0.17199265381083562,51.0,2007.0,1226958.8090574641,-427958.8090574641
6451,32.808639,-96.700541,https://www.realtor.com/realestateandhomes-detail/2361-Fenestra-Dr_Dallas_TX_75228_M79526-75364,Dallas,TX,75228.0,Pending,Single Family Home,Traditional,289900.0,3.0,2.0,0.0,2096.0,0.21299357208448116,23.0,1960.0,291931.1256795291,-2031.1256795290974
6452,32.84536,-96.796989,https://www.realtor.com/realestateandhomes-detail/3416-Daniel-Ave_Dallas_TX_75205_M77027-85514,University Park,TX,75205.0,Active,Condo/Townhome/Row Home/Co-Op,"Contemporary,Modern",399000.0,2.0,2.0,1.0,1305.0,0.17800734618916436,51.0,1981.0,726115.4574182298,-327115.4574182298
6453,32.660052,-96.901781,https://www.realtor.com/realestateandhomes-detail/Duncanville_TX_75116_M87021-73041,TX 75116,nan,nan,Pending,Condo/Townhome/Row Home/Co-Op,nan,120000.0,3.0,2.0,0.0,1300.0,2.68,23.0,2005.0,303999.92913078476,-183999.92913078476
6454,32.918831,-96.69853499999999,https://www.realtor.com/realestateandhomes-detail/4321-Princeton-Dr_Garland_TX_75042_M81148-93829,Garland,TX,75042.0,Pending,Single Family Home,nan,220000.0,3.0,2.0,1.0,1666.0,0.15798898071625345,38.0,1964.0,204729.72211462804,15270.277885371965
6455,32.832818,-96.740763,https://www.realtor.com/realestateandhomes-detail/6963-Bob-O-Link-Dr_Dallas_TX_75214_M83140-00165,Dallas,TX,75214.0,Active,Single Family Home,nan,699000.0,3.0,3.0,0.0,2490.0,0.21999540863177228,51.0,1950.0,474062.5251630561,224937.4748369439
6456,32.981747,-96.696988,https://www.realtor.com/realestateandhomes-detail/2318-Woodglen-Dr_Richardson_TX_75082_M85326-62194,Richardson,TX,75082.0,Pending,Single Family Home,Traditional,287000.0,4.0,2.0,0.0,1991.0,0.17199265381083562,24.0,1979.0,201254.2349776207,85745.76502237929
6457,32.863868,-96.952834,https://www.realtor.com/realestateandhomes-detail/4321-Castle-Rock-Ct_Irving_TX_75038_M81601-65651,Irving,TX,75038.0,Active,Condo/Townhome/Row Home/Co-Op,Traditional,514900.0,4.0,3.0,1.0,2972.0,0.10399449035812672,51.0,1999.0,732665.3636177949,-217765.36361779494
6458,32.969063,-96.582339,https://www.realtor.com/realestateandhomes-detail/5008-Eureka-Ln_Sachse_TX_75048_M85496-72917,Sachse,TX,75048.0,Active Option Contract,Single Family Home,Traditional,485000.0,5.0,4.0,0.0,3546.0,0.24,23.0,2016.0,379009.90407923993,105990.09592076007
6463,32.618644,-96.782488,https://www.realtor.com/realestateandhomes-detail/1314-Roan-Dr_Lancaster_TX_75134_M73774-34943,Lancaster,TX,75134.0,Active,Single Family Home,nan,238900.0,4.0,2.0,1.0,1913.0,0.25,50.0,2019.0,168127.8179751272,70772.1820248728
6464,32.858931,-96.779414,https://www.realtor.com/realestateandhomes-detail/7420-Caruth-Blvd_Dallas_TX_75225_M88087-50521,Dallas,TX,75225.0,Active,Single Family Home,French,2450000.0,5.0,6.0,2.0,6898.0,0.24,46.0,2011.0,3186841.1651598196,-736841.1651598196
6465,32.868917,-96.710213,https://www.realtor.com/realestateandhomes-detail/10208-Linkwood-Dr_Dallas_TX_75238_M79888-69338,Dallas,TX,75238.0,Active,Single Family Home,Traditional,349900.0,3.0,2.0,0.0,1634.0,0.19699265381083564,52.0,1955.0,251102.98568431547,98797.01431568453
6466,32.967755,-96.861813,https://www.realtor.com/realestateandhomes-detail/2707-N-Surrey-Dr_Carrollton_TX_75006_M80312-41418,Carrollton,TX,75006.0,Active,Single Family Home,"Ranch,Traditional",364000.0,4.0,3.0,0.0,2704.0,0.21999540863177228,46.0,1972.0,381818.0926086075,-17818.09260860749
6467,32.860997,-96.698018,https://www.realtor.com/realestateandhomes-detail/10871-Yorkspring-Dr_Dallas_TX_75218_M74107-19911,Dallas,TX,75218.0,Pending,Single Family Home,"Prairie,Spanish",409999.0,4.0,3.0,1.0,2665.0,0.27,21.0,1969.0,525646.4708122894,-115647.4708122894
6468,32.946726,-96.65420400000001,https://www.realtor.com/realestateandhomes-detail/1709-Park-Cir_Garland_TX_75044_M84858-92213,Garland,TX,75044.0,Active,Condo/Townhome/Row Home/Co-Op,"Contemporary,Modern",220000.0,4.0,2.0,1.0,1733.0,0.10899908172635446,46.0,1973.0,714924.7352898772,-494924.73528987716
6469,32.833389000000004,-96.793892,https://www.realtor.com/realestateandhomes-detail/3110-Oliver-Ave-Apt-C_Dallas_TX_75205_M81422-73595,Dallas,TX,75205.0,Active,Condo/Townhome/Row Home/Co-Op,"Contemporary,Modern",555000.0,2.0,2.0,1.0,1946.0,0.11200642791551882,46.0,2006.0,686693.1166786383,-131693.11667863827
6470,32.956331,-96.950098,https://www.realtor.com/realestateandhomes-detail/1343-Barrington-Dr_Coppell_TX_75019_M80423-61190,Coppell,TX,75019.0,Active,Single Family Home,Traditional,545000.0,4.0,3.0,1.0,3813.0,0.2070018365472911,46.0,1994.0,755779.3093399553,-210779.30933995533
6471,32.750295,-96.546294,https://www.realtor.com/realestateandhomes-detail/3333-Briar-Ln_Mesquite_TX_75181_M84777-37789,Mesquite,TX,75181.0,Pending,Single Family Home,Traditional,224500.0,4.0,3.0,0.0,2137.0,0.15,22.0,1995.0,199959.923809167,24540.076190833002
6472,32.790428999999996,-96.802626,https://www.realtor.com/realestateandhomes-detail/2025-Woodall-Rodgers-Fwy-22_Dallas_TX_75201_M74608-60425,Dallas,TX,75201.0,Active,Condo/Townhome/Row Home/Co-Op,"Contemporary,Modern",1245000.0,2.0,2.0,1.0,2412.0,1.04,46.0,2014.0,780676.6233636489,464323.3766363511
6474,32.700441999999995,-96.779336,https://www.realtor.com/realestateandhomes-detail/2606-E-Ann-Arbor-Ave_Dallas_TX_75216_M86002-94804,Dallas,TX,75216.0,Active,Single Family Home,Traditional,189000.0,4.0,2.0,0.0,1567.0,0.15300734618916437,46.0,2019.0,307586.3465984072,-118586.3465984072
6475,32.976765,-96.750504,https://www.realtor.com/realestateandhomes-detail/821-Vinecrest-Ln_Richardson_TX_75080_M76009-13206,Richardson,TX,75080.0,Pending,Single Family Home,Traditional,239900.0,3.0,2.0,0.0,1333.0,0.173989898989899,21.0,1961.0,226018.2623230742,13881.737676925812
6476,32.931616,-96.636298,https://www.realtor.com/realestateandhomes-detail/2014-Glenbrook-Meadows-Dr_Garland_TX_75040_M71750-08270,Garland,TX,75040.0,Pending,Single Family Home,"Contemporary,Modern,Mediterranean",299000.0,5.0,3.0,0.0,2359.0,0.1640036730945822,21.0,1977.0,225628.32799428783,73371.67200571217
6477,32.776986,-96.839503,https://www.realtor.com/realestateandhomes-detail/1076-Tea-Olive-Ln_Dallas_TX_75212_M75631-29451,Dallas,TX,75212.0,Active,Single Family Home,"Contemporary,Modern",523898.0,3.0,2.0,1.0,1822.0,0.04898989898989899,46.0,2019.0,233951.6130030729,289946.3869969271
6483,32.928126,-96.865773,https://www.realtor.com/realestateandhomes-detail/13359-Belfield-Dr_Farmers-Branch_TX_75234_M82514-37648,Farmers Branch,TX,75234.0,Pending,Single Family Home,Traditional,265000.0,3.0,2.0,0.0,1361.0,0.201010101010101,24.0,1960.0,215502.6658551601,49497.3341448399
6484,32.990061,-97.16635600000001,https://www.realtor.com/realestateandhomes-detail/605-Coyote-Rd_Southlake_TX_76092_M74529-47940,Southlake,TX,76092.0,Active,Single Family Home,"Ranch,Traditional",849900.0,4.0,3.0,1.0,4736.0,1.02,132.0,2004.0,1156086.9487789546,-306186.94877895457
6488,32.883866999999995,-96.458455,https://www.realtor.com/realestateandhomes-detail/251-Lakeside-Dr_Rockwall_TX_75032_M86651-35068,Rockwall,TX,75032.0,Active,Single Family Home,nan,185000.0,3.0,2.0,0.0,1200.0,0.28,18.0,1975.0,276860.9069491666,-91860.90694916662
6489,32.853017,-96.309164,https://www.realtor.com/realestateandhomes-detail/6216-Pinon-Trl_Royse-City_TX_75189_M76695-94551,Royse City,TX,75189.0,Active,Single Family Home,Traditional,557000.0,4.0,4.0,0.0,3469.0,1.56,19.0,2019.0,434653.0106616951,122346.9893383049
6490,33.077596,-97.076293,https://www.realtor.com/realestateandhomes-detail/2135-Tartan-Trl_Highland-Village_TX_75077_M87549-74359,Highland Village,TX,75077.0,Active,Single Family Home,Traditional,439900.0,4.0,4.0,0.0,3741.0,0.2070018365472911,131.0,1993.0,633134.3148911374,-193234.31489113742
6491,32.958599,-96.338286,https://www.realtor.com/realestateandhomes-detail/1509-Hafner-Dr_Royse-City_TX_75189_M80519-46179,Royse City,TX,75189.0,Active,Single Family Home,Traditional,210000.0,4.0,2.0,1.0,2700.0,0.17199265381083562,17.0,2004.0,226609.75825385394,-16609.758253853943
6492,33.025288,-96.930361,https://www.realtor.com/realestateandhomes-detail/4224-Kiowa-Dr_Carrollton_TX_75010_M70335-21254,Carrollton,TX,75010.0,Active,Condo/Townhome/Row Home/Co-Op,Traditional,325000.0,4.0,3.0,0.0,2475.0,0.0820018365472911,130.0,2012.0,369588.3252908772,-44588.3252908772
6493,32.927523,-96.516206,https://www.realtor.com/realestateandhomes-detail/8710-Lakeport-Dr_Rowlett_TX_75089_M80028-36515,Rowlett,TX,75089.0,Active Option Contract,Single Family Home,Traditional,289000.0,4.0,3.0,1.0,3019.0,0.25,17.0,1992.0,415804.4663430834,-126804.46634308342
6494,32.836492,-96.457922,https://www.realtor.com/realestateandhomes-detail/120-Berkshire-Ln_Heath_TX_75032_M74250-64089,Heath,TX,75032.0,Active,Single Family Home,nan,695000.0,4.0,3.0,1.0,4000.0,1.01,20.0,2006.0,690560.6978916227,4439.302108377335
6495,32.829137,-96.446259,https://www.realtor.com/realestateandhomes-detail/9-Raven-Cir_Heath_TX_75032_M86778-75435,Heath,TX,75032.0,Active,Single Family Home,Traditional,629900.0,5.0,3.0,1.0,4250.0,0.54,20.0,2006.0,720715.5061130039,-90815.50611300394
6496,32.936915,-96.461275,https://www.realtor.com/realestateandhomes-detail/903-N-Alamo-Rd_Rockwall_TX_75087_M70841-35162,Rockwall,TX,75087.0,Pending,Single Family Home,nan,239900.0,3.0,2.0,0.0,1314.0,0.15,16.0,1978.0,255944.98459961737,-16044.984599617368
6497,32.869004,-96.461371,https://www.realtor.com/realestateandhomes-detail/629-Country-Club-Dr_Heath_TX_75032_M72376-14503,Heath,TX,75032.0,Active,Single Family Home,Traditional,715000.0,5.0,4.0,1.0,4957.0,0.38,17.0,1994.0,1372433.5358028149,-657433.5358028149
6498,32.947119,-96.385131,https://www.realtor.com/realestateandhomes-detail/417-Hackberry-Dr_Fate_TX_75087_M75493-17484,Fate,TX,75087.0,Active,Single Family Home,nan,222000.0,3.0,2.0,0.0,1746.0,0.1309917355371901,20.0,2009.0,401285.2771702574,-179285.2771702574
6500,32.947142,-96.487286,https://www.realtor.com/realestateandhomes-detail/1461-Coastal-Dr_Rockwall_TX_75087_M75278-37964,Rockwall,TX,75087.0,Active,Single Family Home,Traditional,470000.0,5.0,4.0,1.0,4150.0,0.1859963269054178,17.0,2007.0,947322.4658625926,-477322.46586259257
6501,32.922847999999995,-96.376743,https://www.realtor.com/realestateandhomes-detail/179-Griffin-Ave_Fate_TX_75189_M86214-30127,Fate,TX,75189.0,Active Option Contract,Single Family Home,Traditional,355000.0,5.0,4.0,1.0,3508.0,0.1559917355371901,16.0,2014.0,575685.3732217858,-220685.37322178576
6502,32.950778,-96.379862,https://www.realtor.com/realestateandhomes-detail/313-Citrus-Dr_Fate_TX_75189_M85068-75321,Fate,TX,75189.0,Active,Single Family Home,Traditional,225000.0,3.0,2.0,0.0,2131.0,0.14800275482093664,18.0,2017.0,418447.06672606873,-193447.06672606873
6503,32.948462,-96.481077,https://www.realtor.com/realestateandhomes-detail/2150-Clubview-Dr_Rockwall_TX_75087_M84343-62280,Rockwall,TX,75087.0,Active,Single Family Home,Traditional,349900.0,5.0,4.0,0.0,3592.0,0.18700642791551883,17.0,2000.0,481869.3552611172,-131969.35526111722
6508,32.947363,-96.470138,https://www.realtor.com/realestateandhomes-detail/922-Sunnyvale-Dr_Rockwall_TX_75087_M74929-15402,Rockwall,TX,75087.0,Active,Single Family Home,nan,376990.0,4.0,2.0,1.0,2725.0,0.2,17.0,2018.0,240737.71135007677,136252.28864992323
6509,32.946366,-96.469543,https://www.realtor.com/realestateandhomes-detail/1401-Novato-Ct_Rockwall_TX_75087_M74942-19710,Rockwall,TX,75087.0,Active,Single Family Home,nan,367270.0,4.0,3.0,1.0,2711.0,0.2,17.0,2018.0,294595.116850595,72674.88314940501
6515,32.934567,-96.644538,https://www.realtor.com/realestateandhomes-detail/2213-Sylvan-Dr_Garland_TX_75040_M86491-22636,Garland,TX,75040.0,Active,Single Family Home,Traditional,237000.0,4.0,2.0,0.0,2302.0,0.33,32.0,1964.0,270255.60711175477,-33255.60711175477
6516,32.65155,-96.946291,https://www.realtor.com/realestateandhomes-detail/7250-Summit-Parc-Dr_Dallas_TX_75249_M74407-00041,Dallas,TX,75249.0,Active,Single Family Home,Traditional,265000.0,4.0,2.0,1.0,2658.0,0.13599632690541782,31.0,2005.0,186528.81000937207,78471.18999062793
